trial_key,model,scenario,condition,skill_level,skill_method,mutation_type,temperature,run_id,skill_tokens,passed,n_pass,n_total,pass_rate,error_type,code_lines,code_length,import_count,function_count,try_except_count,has_argparse,input_tokens,output_tokens
S048_gene_ontology__haiku__rq3_no_skill__t0.0__r0,haiku,S048_gene_ontology,rq3_no_skill,L0_none,none,none,0.0,0,0,False,1,2,0.5,logic_error,448,16332,9,1,1,True,345,5717
S048_gene_ontology__haiku__rq3_full_skill__t0.0__r0,haiku,S048_gene_ontology,rq3_full_skill,L4_full,direct,none,0.0,0,1869,False,1,2,0.5,logic_error,271,9607,6,7,2,True,4619,4150
S054_species_accumulation__sonnet__L1_skill_md__direct__t0.0__r0,sonnet,S054_species_accumulation,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,464,False,0,1,0.0,logic_error,527,20239,13,1,2,True,992,5765
S048_gene_ontology__haiku__rq3_vaccinated__t0.0__r0,haiku,S048_gene_ontology,rq3_vaccinated,L4_full,direct,none,0.0,0,1908,False,1,2,0.5,logic_error,273,10339,7,0,0,False,4658,8192
S054_species_accumulation__sonnet__L2_plus_scripts__direct__t0.0__r0,sonnet,S054_species_accumulation,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1497,False,0,1,0.0,logic_error,294,11857,8,6,0,True,4066,3866
S048_gene_ontology__haiku__rq3_wrong_skill__t0.0__r0,haiku,S048_gene_ontology,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,0,0,0,format_error,0,0,0,0,0,False,3143,8192
S054_species_accumulation__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S054_species_accumulation,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1703,False,0,1,0.0,logic_error,336,13918,8,7,2,True,4487,4389
S048_gene_ontology__sonnet__rq3_no_skill__t0.0__r0,sonnet,S048_gene_ontology,rq3_no_skill,L0_none,none,none,0.0,0,0,False,1,2,0.5,logic_error,349,13888,7,1,2,True,345,4765
S054_species_accumulation__sonnet__L4_full__direct__t0.0__r0,sonnet,S054_species_accumulation,L4_full__direct,L4_full,direct,none,0.0,0,1703,False,0,1,0.0,logic_error,325,13709,8,6,2,True,4487,4345
S048_gene_ontology__sonnet__rq3_full_skill__t0.0__r0,sonnet,S048_gene_ontology,rq3_full_skill,L4_full,direct,none,0.0,0,1869,False,1,2,0.5,logic_error,271,9607,6,7,2,True,4619,3540
S048_gene_ontology__sonnet__rq3_vaccinated__t0.0__r0,sonnet,S048_gene_ontology,rq3_vaccinated,L4_full,direct,none,0.0,0,1908,False,1,2,0.5,logic_error,271,9607,6,7,2,True,4658,3674
S054_species_accumulation__opus__L0_none__t0.0__r0,opus,S054_species_accumulation,L0_none,L0_none,none,none,0.0,0,0,False,0,1,0.0,logic_error,438,17330,10,1,0,True,406,5019
S048_gene_ontology__sonnet__rq3_wrong_skill__t0.0__r0,sonnet,S048_gene_ontology,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,1,2,0.5,logic_error,403,17004,10,2,2,True,3143,5916
S054_species_accumulation__opus__L1_skill_md__direct__t0.0__r0,opus,S054_species_accumulation,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,464,False,0,1,0.0,logic_error,499,17403,9,8,0,True,992,5665
S048_gene_ontology__opus__rq3_no_skill__t0.0__r0,opus,S048_gene_ontology,rq3_no_skill,L0_none,none,none,0.0,0,0,False,1,2,0.5,logic_error,324,12792,6,2,5,True,345,4382
S054_species_accumulation__opus__L2_plus_scripts__direct__t0.0__r0,opus,S054_species_accumulation,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1497,False,0,1,0.0,logic_error,254,9995,8,6,0,True,4066,3566
S048_gene_ontology__opus__rq3_full_skill__t0.0__r0,opus,S048_gene_ontology,rq3_full_skill,L4_full,direct,none,0.0,0,1869,False,1,2,0.5,logic_error,271,9607,6,7,2,True,4619,3441
S054_species_accumulation__opus__L3_no_assets__direct__t0.0__r0,opus,S054_species_accumulation,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1703,False,0,0,0,format_error,0,0,0,0,0,False,4487,3964
S048_gene_ontology__opus__rq3_vaccinated__t0.0__r0,opus,S048_gene_ontology,rq3_vaccinated,L4_full,direct,none,0.0,0,1908,False,1,2,0.5,logic_error,271,9607,6,7,2,True,4658,3487
S054_species_accumulation__opus__L4_full__direct__t0.0__r0,opus,S054_species_accumulation,L4_full__direct,L4_full,direct,none,0.0,0,1703,False,0,1,0.0,logic_error,254,9995,8,6,0,True,4487,3656
S048_gene_ontology__opus__rq3_wrong_skill__t0.0__r0,opus,S048_gene_ontology,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,1,2,0.5,logic_error,258,9229,6,6,0,True,3143,3399
S048_gene_ontology__gpt4o__rq3_no_skill__t0.0__r0,gpt4o,S048_gene_ontology,rq3_no_skill,L0_none,none,none,0.0,0,0,False,1,2,0.5,logic_error,128,4306,5,7,0,True,314,1479
S054_species_accumulation__gpt4o__L0_none__t0.0__r0,gpt4o,S054_species_accumulation,L0_none,L0_none,none,none,0.0,0,0,False,0,1,0.0,logic_error,125,5169,7,7,0,True,370,1575
S048_gene_ontology__gpt4o__rq3_full_skill__t0.0__r0,gpt4o,S048_gene_ontology,rq3_full_skill,L4_full,direct,none,0.0,0,1869,False,1,2,0.5,logic_error,151,6313,5,6,2,True,3729,1720
S054_species_accumulation__gpt4o__L1_skill_md__direct__t0.0__r0,gpt4o,S054_species_accumulation,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,464,False,0,1,0.0,logic_error,154,6149,7,7,0,True,898,1686
S054_species_accumulation__gpt4o__L2_plus_scripts__direct__t0.0__r0,gpt4o,S054_species_accumulation,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1497,False,0,1,0.0,logic_error,1,29,0,0,0,False,3292,717
S048_gene_ontology__gpt4o__rq3_vaccinated__t0.0__r0,gpt4o,S048_gene_ontology,rq3_vaccinated,L4_full,direct,none,0.0,0,1908,False,1,2,0.5,logic_error,143,5712,5,6,0,True,3766,1737
S048_gene_ontology__gpt4o__rq3_wrong_skill__t0.0__r0,gpt4o,S048_gene_ontology,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,1,2,0.5,logic_error,157,5037,6,6,0,True,2534,1473
S054_species_accumulation__gpt4o__L3_no_assets__direct__t0.0__r0,gpt4o,S054_species_accumulation,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1703,False,0,1,0.0,logic_error,261,10006,8,6,0,True,3642,2535
S048_gene_ontology__gpt41__rq3_no_skill__t0.0__r0,gpt41,S048_gene_ontology,rq3_no_skill,L0_none,none,none,0.0,0,0,False,1,2,0.5,logic_error,127,4535,6,3,0,True,314,1498
S054_species_accumulation__gpt4o__L4_full__direct__t0.0__r0,gpt4o,S054_species_accumulation,L4_full__direct,L4_full,direct,none,0.0,0,1703,False,0,1,0.0,logic_error,261,10006,8,6,0,True,3642,2535
S048_gene_ontology__gpt41__rq3_full_skill__t0.0__r0,gpt41,S048_gene_ontology,rq3_full_skill,L4_full,direct,none,0.0,0,1869,False,1,2,0.5,logic_error,229,8817,5,7,2,True,3729,2465
S054_species_accumulation__gpt41__L0_none__t0.0__r0,gpt41,S054_species_accumulation,L0_none,L0_none,none,none,0.0,0,0,False,0,1,0.0,logic_error,205,8191,8,7,0,True,370,2388
S054_species_accumulation__gpt41__L1_skill_md__direct__t0.0__r0,gpt41,S054_species_accumulation,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,464,False,0,1,0.0,logic_error,195,8092,9,10,0,True,898,2402
S048_gene_ontology__gpt41__rq3_vaccinated__t0.0__r0,gpt41,S048_gene_ontology,rq3_vaccinated,L4_full,direct,none,0.0,0,1908,False,1,2,0.5,logic_error,229,8817,5,7,2,True,3766,2452
S048_gene_ontology__gpt41__rq3_wrong_skill__t0.0__r0,gpt41,S048_gene_ontology,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,1,2,0.5,logic_error,150,4880,6,4,0,True,2534,1478
S054_species_accumulation__gpt41__L2_plus_scripts__direct__t0.0__r0,gpt41,S054_species_accumulation,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1497,False,0,1,0.0,logic_error,174,6480,8,6,0,True,3292,1968
S054_species_accumulation__gpt41__L3_no_assets__direct__t0.0__r0,gpt41,S054_species_accumulation,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1703,False,0,1,0.0,logic_error,189,8221,8,6,0,True,3642,2289
S054_species_accumulation__gpt41__L4_full__direct__t0.0__r0,gpt41,S054_species_accumulation,L4_full__direct,L4_full,direct,none,0.0,0,1703,False,0,1,0.0,logic_error,175,6676,8,6,0,True,3642,1998
S054_species_accumulation__gemini_pro__L0_none__t0.0__r0,gemini_pro,S054_species_accumulation,L0_none,L0_none,none,none,0.0,0,0,False,0,1,0.0,logic_error,174,6802,8,1,0,True,363,3252
S048_gene_ontology__gemini_pro__rq3_no_skill__t0.0__r0,gemini_pro,S048_gene_ontology,rq3_no_skill,L0_none,none,none,0.0,0,0,False,1,2,0.5,logic_error,219,7504,4,4,0,True,316,6474
S048_gene_ontology__gemini_pro__rq3_full_skill__t0.0__r0,gemini_pro,S048_gene_ontology,rq3_full_skill,L4_full,direct,none,0.0,0,1869,False,1,2,0.5,logic_error,112,4579,4,4,0,True,4353,2820
S048_gene_ontology__gemini_pro__rq3_vaccinated__t0.0__r0,gemini_pro,S048_gene_ontology,rq3_vaccinated,L4_full,direct,none,0.0,0,1908,False,1,2,0.5,logic_error,329,11897,6,7,2,True,4391,5791
S054_species_accumulation__gemini_pro__L1_skill_md__direct__t0.0__r0,gemini_pro,S054_species_accumulation,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,464,False,0,0,0,format_error,0,0,0,0,0,False,878,8188
S048_gene_ontology__gemini_pro__rq3_wrong_skill__t0.0__r0,gemini_pro,S048_gene_ontology,rq3_wrong_skill,L4_full,direct,none,0.0,0,1263,False,1,2,0.5,logic_error,224,7528,7,4,1,True,2987,5736
S054_species_accumulation__gemini_pro__L2_plus_scripts__direct__t0.0__r0,gemini_pro,S054_species_accumulation,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1497,False,0,1,0.0,logic_error,274,11391,8,6,0,True,3808,7237
S054_species_accumulation__gemini_pro__L3_no_assets__direct__t0.0__r0,gemini_pro,S054_species_accumulation,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1703,False,0,1,0.0,logic_error,189,7502,8,6,0,True,4185,2716
S054_species_accumulation__gemini_pro__L4_full__direct__t0.0__r0,gemini_pro,S054_species_accumulation,L4_full__direct,L4_full,direct,none,0.0,0,1703,False,0,1,0.0,logic_error,189,7502,8,6,0,True,4185,2716
S060_phenology_shifts__haiku__L0_none__t0.0__r0,haiku,S060_phenology_shifts,L0_none,L0_none,none,none,0.0,0,0,False,0,0,0,format_error,0,0,0,0,0,False,394,8192
S060_phenology_shifts__haiku__L1_skill_md__direct__t0.0__r0,haiku,S060_phenology_shifts,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,490,False,0,0,0,format_error,0,0,0,0,0,False,1021,8192
S060_phenology_shifts__haiku__L2_plus_scripts__direct__t0.0__r0,haiku,S060_phenology_shifts,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,2213,False,0,0,0,format_error,0,0,0,0,0,False,5776,8192
S060_phenology_shifts__haiku__L3_no_assets__direct__t0.0__r0,haiku,S060_phenology_shifts,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2822,False,0,0,0,format_error,0,0,0,0,0,False,7322,8192
S060_phenology_shifts__haiku__L4_full__direct__t0.0__r0,haiku,S060_phenology_shifts,L4_full__direct,L4_full,direct,none,0.0,0,2822,False,0,0,0,format_error,0,0,0,0,0,False,7322,8192
S060_phenology_shifts__sonnet__L0_none__t0.0__r0,sonnet,S060_phenology_shifts,L0_none,L0_none,none,none,0.0,0,0,False,0,0,0,format_error,0,0,0,0,0,False,394,8192
S060_phenology_shifts__sonnet__L1_skill_md__direct__t0.0__r0,sonnet,S060_phenology_shifts,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,490,False,0,15,0.0,logic_error,656,27232,19,1,7,True,1021,8192
S060_phenology_shifts__sonnet__L2_plus_scripts__direct__t0.0__r0,sonnet,S060_phenology_shifts,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,2213,False,0,0,0,format_error,0,0,0,0,0,False,5776,8192
S060_phenology_shifts__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S060_phenology_shifts,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2822,False,0,0,0,format_error,0,0,0,0,0,False,7322,8192
S060_phenology_shifts__sonnet__L4_full__direct__t0.0__r0,sonnet,S060_phenology_shifts,L4_full__direct,L4_full,direct,none,0.0,0,2822,False,0,0,0,format_error,0,0,0,0,0,False,7322,8192
S060_phenology_shifts__opus__L0_none__t0.0__r0,opus,S060_phenology_shifts,L0_none,L0_none,none,none,0.0,0,0,False,0,15,0.0,logic_error,602,23824,13,2,3,True,394,7224
S060_phenology_shifts__opus__L1_skill_md__direct__t0.0__r0,opus,S060_phenology_shifts,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,490,False,0,15,0.0,logic_error,732,28190,18,1,5,True,1021,8192
S060_phenology_shifts__opus__L2_plus_scripts__direct__t0.0__r0,opus,S060_phenology_shifts,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,2213,False,0,15,0.0,logic_error,426,16525,8,1,3,True,5776,5384
S060_phenology_shifts__opus__L3_no_assets__direct__t0.0__r0,opus,S060_phenology_shifts,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2822,False,0,0,0,format_error,0,0,0,0,0,False,7322,8192
S060_phenology_shifts__opus__L4_full__direct__t0.0__r0,opus,S060_phenology_shifts,L4_full__direct,L4_full,direct,none,0.0,0,2822,False,0,0,0,format_error,0,0,0,0,0,False,7322,8192
S060_phenology_shifts__gpt4o__L0_none__t0.0__r0,gpt4o,S060_phenology_shifts,L0_none,L0_none,none,none,0.0,0,0,False,0,15,0.0,logic_error,134,5237,9,8,0,True,360,1501
S060_phenology_shifts__gpt4o__L1_skill_md__direct__t0.0__r0,gpt4o,S060_phenology_shifts,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,490,False,0,15,0.0,logic_error,123,4803,10,7,1,True,935,1301
S060_phenology_shifts__gpt4o__L2_plus_scripts__direct__t0.0__r0,gpt4o,S060_phenology_shifts,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,2213,False,0,0,0,format_error,0,0,0,0,0,False,4702,776
S060_phenology_shifts__gpt4o__L3_no_assets__direct__t0.0__r0,gpt4o,S060_phenology_shifts,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2822,False,0,15,0.0,logic_error,272,10223,8,1,2,True,6030,2384
S060_phenology_shifts__gpt4o__L4_full__direct__t0.0__r0,gpt4o,S060_phenology_shifts,L4_full__direct,L4_full,direct,none,0.0,0,2822,False,0,15,0.0,logic_error,416,16191,8,1,3,True,6030,3992
S060_phenology_shifts__gpt41__L0_none__t0.0__r0,gpt41,S060_phenology_shifts,L0_none,L0_none,none,none,0.0,0,0,False,0,15,0.0,logic_error,232,8195,14,9,1,True,360,2503
S060_phenology_shifts__gpt41__L1_skill_md__direct__t0.0__r0,gpt41,S060_phenology_shifts,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,490,False,0,15,0.0,logic_error,252,9607,15,11,4,True,935,2587
S060_phenology_shifts__gpt41__L2_plus_scripts__direct__t0.0__r0,gpt41,S060_phenology_shifts,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,2213,False,0,15,0.0,logic_error,300,12135,8,10,2,True,4702,3548
S060_phenology_shifts__gpt41__L3_no_assets__direct__t0.0__r0,gpt41,S060_phenology_shifts,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2822,False,0,15,0.0,logic_error,287,13032,8,1,2,True,6030,3472
S060_phenology_shifts__gpt41__L4_full__direct__t0.0__r0,gpt41,S060_phenology_shifts,L4_full__direct,L4_full,direct,none,0.0,0,2822,False,0,15,0.0,logic_error,289,13157,8,1,2,True,6030,3534
S060_phenology_shifts__gemini_pro__L0_none__t0.0__r0,gemini_pro,S060_phenology_shifts,L0_none,L0_none,none,none,0.0,0,0,False,0,15,0.0,logic_error,188,7488,12,1,1,True,351,3476
S060_phenology_shifts__gemini_pro__L1_skill_md__direct__t0.0__r0,gemini_pro,S060_phenology_shifts,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,490,False,0,15,0.0,logic_error,178,7060,11,1,1,True,915,3251
S060_phenology_shifts__gemini_pro__L2_plus_scripts__direct__t0.0__r0,gemini_pro,S060_phenology_shifts,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,2213,False,0,15,0.0,logic_error,356,15443,8,1,2,True,5462,8039
S060_phenology_shifts__gemini_pro__L3_no_assets__direct__t0.0__r0,gemini_pro,S060_phenology_shifts,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2822,False,0,15,0.0,logic_error,539,22582,8,1,2,True,7055,7635
S060_phenology_shifts__gemini_pro__L4_full__direct__t0.0__r0,gemini_pro,S060_phenology_shifts,L4_full__direct,L4_full,direct,none,0.0,0,2822,False,0,15,0.0,logic_error,229,9893,8,1,3,True,7055,4137
S067_salinity_gradient__haiku__L0_none__t0.0__r0,haiku,S067_salinity_gradient,L0_none,L0_none,none,none,0.0,0,0,False,0,0,0,runtime_error,688,23849,12,1,1,True,725,7284
S067_salinity_gradient__haiku__L1_skill_md__direct__t0.0__r0,haiku,S067_salinity_gradient,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,465,False,0,0,0,format_error,0,0,0,0,0,False,1354,8192
S067_salinity_gradient__haiku__L2_plus_scripts__direct__t0.0__r0,haiku,S067_salinity_gradient,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1976,False,0,0,0,format_error,0,0,0,0,0,False,5439,8192
S067_salinity_gradient__haiku__L3_no_assets__direct__t0.0__r0,haiku,S067_salinity_gradient,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2215,False,0,0,0,format_error,0,0,0,0,0,False,5878,8192
S067_salinity_gradient__haiku__L4_full__direct__t0.0__r0,haiku,S067_salinity_gradient,L4_full__direct,L4_full,direct,none,0.0,0,2215,False,0,0,0,format_error,0,0,0,0,0,False,5878,8192
S067_salinity_gradient__sonnet__L0_none__t0.0__r0,sonnet,S067_salinity_gradient,L0_none,L0_none,none,none,0.0,0,0,False,0,0,0,runtime_error,568,23882,11,1,3,True,725,6945
S067_salinity_gradient__sonnet__L1_skill_md__direct__t0.0__r0,sonnet,S067_salinity_gradient,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,465,False,0,0,0,runtime_error,547,22149,11,1,2,True,1354,6799
S067_salinity_gradient__sonnet__L2_plus_scripts__direct__t0.0__r0,sonnet,S067_salinity_gradient,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1976,False,0,0,0,runtime_error,528,20521,10,13,2,True,5439,6517
S067_salinity_gradient__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S067_salinity_gradient,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2215,False,0,0,0,runtime_error,451,17237,9,13,1,True,5878,5653
S067_salinity_gradient__sonnet__L4_full__direct__t0.0__r0,sonnet,S067_salinity_gradient,L4_full__direct,L4_full,direct,none,0.0,0,2215,False,0,0,0,runtime_error,450,17542,9,13,1,True,5878,5567
S067_salinity_gradient__opus__L0_none__t0.0__r0,opus,S067_salinity_gradient,L0_none,L0_none,none,none,0.0,0,0,False,0,0,0,runtime_error,480,17521,11,2,0,True,725,5408
S067_salinity_gradient__opus__L1_skill_md__direct__t0.0__r0,opus,S067_salinity_gradient,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,465,False,0,0,0,runtime_error,551,19852,11,10,1,True,1354,6848
S067_salinity_gradient__opus__L2_plus_scripts__direct__t0.0__r0,opus,S067_salinity_gradient,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1976,False,0,0,0,runtime_error,360,12942,9,11,0,True,5439,4667
S067_salinity_gradient__opus__L3_no_assets__direct__t0.0__r0,opus,S067_salinity_gradient,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2215,False,0,0,0,runtime_error,12,373,0,0,0,False,5878,8192
S067_salinity_gradient__opus__L4_full__direct__t0.0__r0,opus,S067_salinity_gradient,L4_full__direct,L4_full,direct,none,0.0,0,2215,False,0,0,0,runtime_error,12,373,0,0,0,False,5878,8192
S067_salinity_gradient__gpt4o__L0_none__t0.0__r0,gpt4o,S067_salinity_gradient,L0_none,L0_none,none,none,0.0,0,0,False,0,0,0,runtime_error,161,7225,6,10,0,True,629,2108
S067_salinity_gradient__gpt4o__L1_skill_md__direct__t0.0__r0,gpt4o,S067_salinity_gradient,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,465,False,0,0,0,runtime_error,152,6379,6,9,1,True,1187,1735
S067_salinity_gradient__gpt4o__L2_plus_scripts__direct__t0.0__r0,gpt4o,S067_salinity_gradient,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1976,False,0,0,0,runtime_error,4,152,0,0,0,False,4436,1087
S067_salinity_gradient__gpt4o__L3_no_assets__direct__t0.0__r0,gpt4o,S067_salinity_gradient,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2215,False,0,0,0,runtime_error,10,139,0,0,0,False,4815,1134
S067_salinity_gradient__gpt4o__L4_full__direct__t0.0__r0,gpt4o,S067_salinity_gradient,L4_full__direct,L4_full,direct,none,0.0,0,2215,False,0,0,0,format_error,0,0,0,0,0,False,4815,1061
S067_salinity_gradient__gpt41__L0_none__t0.0__r0,gpt41,S067_salinity_gradient,L0_none,L0_none,none,none,0.0,0,0,False,0,0,0,runtime_error,268,10054,7,10,0,True,629,3125
S067_salinity_gradient__gpt41__L1_skill_md__direct__t0.0__r0,gpt41,S067_salinity_gradient,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,465,False,0,0,0,runtime_error,341,12809,8,14,0,True,1187,3637
S067_salinity_gradient__gpt41__L2_plus_scripts__direct__t0.0__r0,gpt41,S067_salinity_gradient,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1976,False,0,0,0,runtime_error,292,11422,7,11,0,True,4436,3227
S067_salinity_gradient__gpt41__L3_no_assets__direct__t0.0__r0,gpt41,S067_salinity_gradient,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2215,False,0,0,0,runtime_error,286,10899,7,11,0,True,4815,3111
S067_salinity_gradient__gpt41__L4_full__direct__t0.0__r0,gpt41,S067_salinity_gradient,L4_full__direct,L4_full,direct,none,0.0,0,2215,False,0,0,0,runtime_error,288,11173,7,11,0,True,4815,3101
S067_salinity_gradient__gemini_pro__L0_none__t0.0__r0,gemini_pro,S067_salinity_gradient,L0_none,L0_none,none,none,0.0,0,0,False,0,0,0,runtime_error,370,12739,10,9,1,True,620,8188
S067_salinity_gradient__gemini_pro__L1_skill_md__direct__t0.0__r0,gemini_pro,S067_salinity_gradient,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,465,False,0,0,0,runtime_error,224,8641,7,1,0,True,1173,4329
S067_salinity_gradient__gemini_pro__L2_plus_scripts__direct__t0.0__r0,gemini_pro,S067_salinity_gradient,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1976,False,0,0,0,runtime_error,204,7839,9,7,0,True,5140,3846
S067_salinity_gradient__gemini_pro__L3_no_assets__direct__t0.0__r0,gemini_pro,S067_salinity_gradient,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,2215,False,0,0,0,runtime_error,195,8051,8,8,0,True,5542,4084
S067_salinity_gradient__gemini_pro__L4_full__direct__t0.0__r0,gemini_pro,S067_salinity_gradient,L4_full__direct,L4_full,direct,none,0.0,0,2215,False,0,0,0,runtime_error,195,8051,8,8,0,True,5542,4084
S068_weather_fronts__haiku__L0_none__t0.0__r0,haiku,S068_weather_fronts,L0_none,L0_none,none,none,0.0,0,0,False,0,2,0.0,logic_error,526,17554,15,2,2,True,461,5851
S068_weather_fronts__haiku__L1_skill_md__direct__t0.0__r0,haiku,S068_weather_fronts,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,378,False,6,12,0.5,logic_error,652,22421,13,2,5,True,935,6706
S068_weather_fronts__haiku__L2_plus_scripts__direct__t0.0__r0,haiku,S068_weather_fronts,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1202,False,5,12,0.4167,logic_error,410,17134,9,6,4,True,3150,5397
S068_weather_fronts__haiku__L3_no_assets__direct__t0.0__r0,haiku,S068_weather_fronts,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1401,False,0,2,0.0,logic_error,46,1485,2,1,0,False,3495,1723
S068_weather_fronts__haiku__L4_full__direct__t0.0__r0,haiku,S068_weather_fronts,L4_full__direct,L4_full,direct,none,0.0,0,1401,False,0,2,0.0,logic_error,46,1485,2,1,0,False,3495,1723
S068_weather_fronts__sonnet__L0_none__t0.0__r0,sonnet,S068_weather_fronts,L0_none,L0_none,none,none,0.0,0,0,False,0,2,0.0,logic_error,396,13608,11,9,3,True,461,5611
S068_weather_fronts__sonnet__L1_skill_md__direct__t0.0__r0,sonnet,S068_weather_fronts,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,378,False,0,2,0.0,logic_error,407,14620,11,9,4,True,935,4381
S068_weather_fronts__sonnet__L2_plus_scripts__direct__t0.0__r0,sonnet,S068_weather_fronts,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1202,False,5,12,0.4167,logic_error,240,9503,9,5,4,True,3150,3050
S068_weather_fronts__sonnet__L3_no_assets__direct__t0.0__r0,sonnet,S068_weather_fronts,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1401,False,5,12,0.4167,logic_error,282,11692,9,5,4,True,3495,3606
S068_weather_fronts__sonnet__L4_full__direct__t0.0__r0,sonnet,S068_weather_fronts,L4_full__direct,L4_full,direct,none,0.0,0,1401,False,5,12,0.4167,logic_error,282,11692,9,5,4,True,3495,3606
S068_weather_fronts__opus__L0_none__t0.0__r0,opus,S068_weather_fronts,L0_none,L0_none,none,none,0.0,0,0,False,0,2,0.0,logic_error,412,12648,9,10,0,True,461,4066
S068_weather_fronts__opus__L1_skill_md__direct__t0.0__r0,opus,S068_weather_fronts,L1_skill_md__direct,L1_skill_md,direct,none,0.0,0,378,False,6,12,0.5,logic_error,435,13804,9,8,2,True,935,4189
S068_weather_fronts__opus__L2_plus_scripts__direct__t0.0__r0,opus,S068_weather_fronts,L2_plus_scripts__direct,L2_plus_scripts,direct,none,0.0,0,1202,False,5,12,0.4167,logic_error,200,7919,8,5,2,True,3150,2477
S068_weather_fronts__opus__L3_no_assets__direct__t0.0__r0,opus,S068_weather_fronts,L3_no_assets__direct,L3_no_assets,direct,none,0.0,0,1401,False,5,12,0.4167,logic_error,293,12537,9,5,2,True,3495,3770
S068_weather_fronts__opus__L4_full__direct__t0.0__r0,opus,S068_weather_fronts,L4_full__direct,L4_full,direct,none,0.0,0,1401,False,5,12,0.4167,logic_error,293,12537,9,5,2,True,3495,3770
S068_weather_fronts__gpt4o__L0_none__t0.0__r0,gpt4o,S068_weather_fronts,L0_none,L0_none,none,none,0.0,0,0,False,3,4,0.75,runtime_error,110,4276,7,7,0,True,425,1288
